question,answer_llm,answer_orig,document
"Do I have to submit two separate capstone projects, or is one project enough for the course?","One project is enough for the course. You only need to submit one capstone project.

If your first submission doesn’t pass, you can improve it and resubmit in the attempt #2 window. If you want to submit two projects for extra experience, they must use different datasets and problem statements.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What exactly do attempt 1 and attempt 2 mean for the capstone submission timeline?,"Attempt 1 and attempt 2 are **two submission windows for the same capstone project**:

- **Attempt 1** = your first chance to submit the project.
- **Attempt 2** = a later resubmission window, only if:
  - your first submission didn’t pass and you want to improve it, or
  - you missed attempt 1 and want to submit by the second window.

You only need to **submit one project**. The deadlines for attempt 1 and attempt 2 are set by each cohort and are shown on the course management platform.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If my first capstone submission doesn’t pass, can I fix it and send it again later?","Yes. If your first capstone submission fails, you can improve it and re-submit during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I submit two projects just to get more practice, and if so do they need to be on different topics?","Yes — you can submit two projects for extra practice and exposure, but they need to use **different datasets and problem statements**. Similar topics are okay as long as the implementation is your own and each submission meets the project requirements.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If I miss the first submission window, do I still have a chance to submit in the second one and stay eligible?","Yes — if you miss the first submission window, you can still submit during the second attempt window and catch up.

Just make sure you also complete the required peer reviews for your cohort, because the submission won’t count toward certification unless you do.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Is the competition itself accepted as the capstone project, or is the capstone supposed to be something else?","No. The competition does **not** count as the capstone.

The capstone is a **separate individual project**. You can still participate in the competition as a group if you want, but that is not accepted as the capstone.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can I join the math-kaggle LLM competition with a team and still use that for my capstone?,"Yes, you can participate in the math-kaggle-llm competition as a group, but the capstone itself must be an individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I want to form a group for the competition, does that replace the individual capstone requirement?",No. Forming a group for the competition does **not** replace the capstone requirement. The capstone is still **individual** and must be submitted as a standalone project.,"No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Does taking part in the competition count toward the capstone, or do I still need to do an individual project?",No. Taking part in the competition does **not** count as the capstone. You still need to do an **individual capstone project**.,"No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can the capstone be done as a team if I'm already participating in the competition?,"No. Even if you participate in the competition as a team, the capstone itself is individual.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will my capstone project be graded?,"Your capstone project will be graded through peer review:

- Each submitted project is evaluated by 3 randomly assigned students who also submitted the project.
- Your final grade is the **median** of the scores given by those peer reviewers.
- You are also required to grade 3 other students’ projects.
- The evaluation must follow the course’s published peer review criteria.

If you don’t do the required peer reviews, you may fail to get the Certificate.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who actually reviews the capstone submissions?,The capstone submissions are reviewed by **three randomly assigned students** who also submitted the project.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I need to evaluate other students' projects too?,"Yes. After project submissions close, you’ll be automatically assigned projects to review, and you need to participate in peer-review of three peers in your cohort for the submission to count toward certification.

You can’t choose which projects to evaluate, and the assignments will appear on the course-management platform after the review list is released.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I skip the peer-review part?,"If you skip the peer-review part, your submission does not count toward the certificate. The review must be completed within the peer-review window. If you miss that window, even if your project itself passed, it won’t count.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final score for the capstone calculated?,The final grade is the **median score** of the grades given by the **three peer reviewers**.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"When do we get the projects to review and grade, and how are they assigned?","You get the review projects automatically after project submissions close. They appear on the course management platform, along with the peer-review deadline.

There’s no sign-up step, and you can’t choose which projects you review.","After project submissions close, your peer-review assignments become available
on the course-management platform. Use the platform to see the projects assigned
to you and the separate peer-review deadline.

You get the assignments automatically - there is no sign-up step, and you don't
need to ask the course team for them. You also can't pick which projects you
review.",eae0fb50aa
Will project review assignments come before or after the submission deadline?,After the submission deadline. Peer-review assignments become available only once project submissions close.,"After project submissions close, your peer-review assignments become available
on the course-management platform. Use the platform to see the projects assigned
to you and the separate peer-review deadline.

You get the assignments automatically - there is no sign-up step, and you don't
need to ask the course team for them. You also can't pick which projects you
review.",eae0fb50aa
How many projects does each participant have to grade in the capstone project?,Each participant has to grade **three** fellow students’ projects.,"After project submissions close, your peer-review assignments become available
on the course-management platform. Use the platform to see the projects assigned
to you and the separate peer-review deadline.

You get the assignments automatically - there is no sign-up step, and you don't
need to ask the course team for them. You also can't pick which projects you
review.",eae0fb50aa
What happens once the submission deadline is over for project grading?,"Once the project submission deadline is over, projects are assigned to you for peer evaluation. You can’t choose which projects to review, and you can’t start reviewing before the assignments are released.","After project submissions close, your peer-review assignments become available
on the course-management platform. Use the platform to see the projects assigned
to you and the separate peer-review deadline.

You get the assignments automatically - there is no sign-up step, and you don't
need to ask the course team for them. You also can't pick which projects you
review.",eae0fb50aa
"Do we get an Excel sheet with the review assignments, and what will it include?",I don’t know.,"After project submissions close, your peer-review assignments become available
on the course-management platform. Use the platform to see the projects assigned
to you and the separate peer-review deadline.

You get the assignments automatically - there is no sign-up step, and you don't
need to ask the course team for them. You also can't pick which projects you
review.",eae0fb50aa
"I already turned in my capstone project, so why am I not seeing anything to review yet?","Once the project submission deadline has passed, projects are assigned to you automatically for review. You can’t choose them, and you can’t review anything before the list is released on the course management platform.

So if you’re not seeing anything yet, that’s normal if the submission deadline hasn’t closed yet.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
When do the projects for evaluation get assigned after the submission deadline ends?,"After the project submission deadline closes, the assignments become available automatically on the course-management platform.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I pick which capstone projects I want to review, or is that decided for me?","No — the projects are assigned to you automatically, and you can’t choose which capstone projects you review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Is there any way to start reviewing submissions before the project list is released?,"No. You can’t review before the project list has been released. Once the submission deadline has passed, projects are assigned to you for evaluation.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"I submitted my project already, but I still can't review others — is that normal?","Yes, that’s normal.

After the project submission deadline passes, review assignments are released automatically on the course platform. You can’t choose projects yourself, and you can’t review before the assignments list is published.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone project?,"You can look at the GitHub page linked in the capstone project instructions:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas and datasets, along with tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a place with a few dataset options and example ideas for the LLM Zoomcamp project?,"Yes — there’s a GitHub page with several dataset ideas, example project ideas, and guidelines for the LLM Zoomcamp capstone project:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best link to check for capstone project inspiration and data sources?,"Check the capstone project evaluation criteria here:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria

It’s the best link in the provided context for both inspiration and data-source/reproducibility guidance.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Can you point me to a GitHub page that lists project ideas, datasets, and some guidance?","Yes — you can check this GitHub page:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It lists several project ideas and datasets, along with tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I’m stuck on picking a project — where can I find suggestions and usable datasets?,"Please check this GitHub page for several ideas and datasets you can use for the capstone project, along with tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

You can also look at previous project submissions for inspiration:
- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I have to use Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","No. For the capstone project, a simple Python script is enough for full points on the ingestion-pipeline criterion. You do **not** have to use Airflow, Mage, or Kestra unless orchestration actually makes sense for your project.

A Jupyter notebook with the same steps is also acceptable, but it gets **1 point instead of 2** for that criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion and indexing steps in a Jupyter notebook, will that count for the full pipeline points?",No. A Jupyter notebook with the same ingestion and indexing steps is worth 1 point instead of 2. A plain Python script is enough for full points on the ingestion-pipeline criterion.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When does it actually make sense to add an orchestrator to a capstone project instead of just using Python?,"It makes sense to add an orchestrator only if it truly matches your project’s needs, such as **recurring ingestion of a feed that updates daily** or a similar scheduled pipeline.

If your capstone is just a one-time or simple ingestion/indexing job, **plain Python is enough** and will still satisfy the ingestion pipeline requirement. Don’t add Airflow, Mage, or Kestra just to chase points.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,"Yes. You can still get full points for the ingestion-pipeline criterion without setting up a workflow/orchestration tool.

A plain Python script that ingests and indexes your data is enough. If you use a Jupyter notebook with the same steps, that counts for 1 point instead of 2.

So you do **not** need Airflow, Mage, Kestra, or any other workflow tool unless it genuinely fits your project.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?","Yes — for the capstone, you should **not add an orchestration tool just to get points**.

A **plain Python script** that ingests and indexes your data is enough for full points on the ingestion pipeline criterion. Use an orchestrator like Airflow, Mage, or Kestra **only if it actually makes sense for your project**, such as when your data is **updated regularly** and you need recurring ingestion, scheduling, retries, or monitoring.

So in short: **avoid adding orchestration just for grading; add it only if your project needs it.**","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,"If you don’t have clear ground-truth answers, you can evaluate it in two complementary ways:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that *should* retrieve that item as the top result.
   - Run those queries through your retriever and measure metrics like **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real queries, run the full RAG pipeline, and have an LLM score the output using a fixed rubric, such as **relevance/usefulness on a 1–5 scale**.

For recommender-style RAG, **NDCG** is often a better fit than simple hit rate because multiple items may be acceptable, and NDCG rewards good items appearing higher in the ranking.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,"Yes. A good approach is **synthetic ground truth**:

- For each item in your dataset, prompt an LLM with that item’s description.
- Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
- Run those queries through your retriever and measure **hit rate, MRR, or NDCG**.

For ranking-style retrieval, **NDCG** is often especially useful because it rewards getting the right items highly ranked, not just first.

If you want, I can also suggest a prompt template for generating these test queries.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?","For a ranking-style RAG system, use **MRR** and **NDCG** in addition to **Hit Rate**:

- **Hit Rate**: good for checking whether at least one relevant result appears in the top-k.
- **MRR**: better when the position of the first relevant result matters.
- **NDCG**: often the best fit for ranking-style problems, especially when **multiple items are acceptable**, because it rewards putting good items **higher** in the list, not just having one relevant item somewhere in the top-k.

So the practical answer is:

- If you only care whether something relevant was retrieved: **Hit Rate**
- If you care about where the first relevant item appears: **MRR**
- If you care about overall ranking quality with multiple acceptable answers: **NDCG**

For a ranking-style RAG system, **NDCG is often the most appropriate primary metric**, with **Hit Rate** and **MRR** as useful supporting metrics.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,"Use an **LLM-as-a-judge** by sampling queries, running your full RAG pipeline end to end, and then asking another LLM to **rate the final answer** using a fixed rubric.

A simple approach from the course context is:

1. **Sample queries** relevant to your use case.
2. **Run the full RAG flow** for each query.
3. **Prompt an LLM judge** to score the result for things like:
   - relevance
   - usefulness
   - correctness
4. Use a **fixed scale**, for example **1–5**, and specify the rubric clearly in the prompt.
5. Aggregate the scores across queries.

If your problem is ranking-style, the context also notes that **NDCG** is often a better fit than hit-rate when multiple items could be acceptable, because it rewards putting good items higher in the ranking.

If you want, I can help you draft a judge prompt rubric for your specific RAG pipeline.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?","NDCG is better because it rewards **how high** the acceptable items appear in the ranking, not just whether the very first result is acceptable.

For recommenders, often **multiple items are good answers**. With hit rate, a query gets full credit as soon as one relevant item appears in the top-`k`, even if it’s buried near the bottom. NDCG captures the fact that:

- a relevant item at rank 1 is better than at rank 5,
- having several good items near the top is better than one good item low down,
- the overall ordering of acceptable results matters.

So NDCG is more informative than just checking whether the top result is correct.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How should I chunk a big PDF corpus without overthinking it at first?,"Start simple: extract the text, remove obvious noise, and split it into chunks that keep related context together.

A good first pass is:

- keep titles, section headings, page numbers, and similar metadata
- remove junk like repeated headers/footers, OCR errors, duplicates, and boilerplate
- chunk the text so each chunk is coherent, not just fixed-size blindly
- store chunks in a structured format like JSON if that’s convenient

The main idea is not to perfectly optimize chunking at the start, but to make retrieval accurate enough to work well. After that, you can adjust chunk size and boundaries based on results.

If you want, I can also suggest a simple baseline chunking strategy for PDFs.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,"Start simple with fixed-size chunks, then evaluate.

The course recommendation is:
- **Begin with fixed-size chunking** (around **1000 tokens with some overlap**).
- **Run a small ground-truth eval** to see how well it works.
- If needed, **try asking an LLM to split docs into logical sections** and compare results.
- Re-run the eval after each change and choose what improves **hit rate / MRR**.

So: **don’t try to find the perfect chunker upfront** — iterate and measure.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?","Yes — for long legal or financial documents, the context recommends **hybrid search (BM25 + dense)** rather than only embeddings, because exact wording can matter and semantic matching alone may miss important terms.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What are good tools to turn PDFs into cleaner markdown before I chunk them?,"Good tools to turn PDFs into cleaner markdown before chunking are:

- **`pymupdf4llm`** — fast, decent quality.
- **Docling** — slower but higher quality, especially for tables and figures.
- **GROBID** — best suited for academic papers; it extracts structure like sections and references.

If you also need general PDF/text extraction options, the course mentions:

- **PyMuPDF / `pymupdf4llm`**
- **`unstructured`**
- **`pytesseract`** for scanned PDFs
- **Hosted OCR** like Mistral OCR

A good approach is to try a couple on a sample of your documents and see which gives the cleanest output.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What does reproducibility mean for the project review?,"For the project review, **reproducibility** means a reviewer should be able to **clone your repo and run the setup from your README to recreate the system from scratch** using **their own credentials**.

In practice:
- **Do not include API keys or hosted-service credentials** in the repo.
- Provide a **script or notebook** that ingests the data and rebuilds the index locally.
- Include a **`.env.example`** with variable names only, and keep real `.env` files out of git.
- Pin your **dependency versions** and document the **Python version**.

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,"No. Never put your API keys or service credentials in the repo.

For reproducibility, the reviewer should be able to clone your repo and run it using **their own credentials**. Include a `.env.example` with variable names only, keep the real `.env` in `.gitignore`, and document how to recreate the setup in your README.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
